m,y,Beef,"Bread, middling",Corn,Flour,Molasses,Pitch,Pork,Rice,"Salt, coarse","Salt, fine","Rum, West Indian","Staves, barrel","Staves, hogshead","Staves, pipe","Sugar, muscavado",Tar,Turpentine,Wheat,"Wine, Madeira"
4,1734,74.33,66.62,81.2,74.11,64.32,101.06,77.77,115.3,52.61,68.61,64.49,73.74,56.55,62.1,59.26,111.01,61.3,81.83,78.01
5,1734,73.51,66.62,90.07,75.44,63.03,94.32,75.67,116.42,50.14,62.78,61.91,74.31,56.88,62.36,52.68,98.71,58.24,82.53,78.39
6,1734,86.72,66.62,88.74,89.72,60.89,67.37,75.67,117.54,47.68,57.29,64.49,74.88,57.2,62.61,54.32,83.26,49.04,85.81,78.77
7,1734,74.33,66.62,99.84,89.72,64.32,94.32,75.67,118.66,45.21,51.46,62.43,75.44,57.52,62.87,73.09,97.14,58.24,87.68,79.15
8,1734,76.81,67.85,94.51,83.4,62.6,74.11,77.77,119.77,45.21,57.29,66.56,76.01,57.85,63.12,57.78,83.26,39.85,79.96,79.53
9,1734,74.33,66.62,88.74,78.01,64.32,67.37,67.26,120.89,48.1,68.61,77.39,76.58,58.17,63.38,49.38,83.26,39.85,70.14,75.74
10,1734,74.33,66.62,88.74,85.82,64.32,67.37,67.26,120.89,48.1,68.61,77.39,76.58,58.17,63.38,61.23,83.26,39.85,70.14,75.74
11,1734,74.33,74.02,88.74,93.62,64.32,67.37,67.26,120.89,48.1,68.61,77.39,76.58,58.17,63.38,61.23,83.26,36.78,101.24,75.74
12,1734,74.33,74.02,66.56,85.82,73.32,94.32,63.9,120.89,42.32,79.93,77.39,71.47,52.35,63.38,75.06,92.51,42.91,103.34,83.32
1,1735,74.33,74.02,66.56,85.82,73.32,94.32,63.9,120.89,42.32,79.93,77.39,71.47,52.35,66.55,75.06,92.51,42.91,103.34,83.32
2,1735,74.33,71.55,66.56,93.62,78.46,94.32,67.26,120.89,54.25,74.44,73,68.07,58.17,69.72,71.11,92.51,42.91,101.24,83.32
3,1735,74.33,78.95,66.56,101.42,71.6,101.06,67.26,120.89,60.4,79.93,62.43,54.45,48.48,69.72,71.11,101.76,45.98,99.37,83.32
4,1735,74.33,75.25,70.11,97.52,67.75,80.85,65.16,120.89,51.36,68.61,60.11,63.81,54.87,66.55,74.57,92.51,38.31,94.46,79.53
5,1735,69.37,74.02,66.56,97.52,71.6,74.11,50.45,120.89,48.1,57.29,55.98,59.56,50.03,69.72,79.01,83.26,38.31,97.5,79.53
6,1735,80.52,74.02,77.65,93.62,75.03,64,63.06,120.89,63.29,71.36,55.98,63.81,51,69.72,76.05,74.01,36.78,95.39,79.53
7,1735,79.28,74.02,66.56,93.62,85.75,94.32,62.22,134.33,66.19,68.61,60.11,62.96,43.63,69.72,69.14,111.01,42.91,89.55,83.32
8,1735,74.33,76.48,77.65,89.72,66.03,77.48,67.26,125.93,52.81,68.61,55.98,59.56,51,63.38,64.2,87.89,36.78,81.83,74.8
9,1735,80.52,74.02,74.1,81.91,64.32,94.32,67.26,134.33,60.4,74.44,57.01,64.67,53.32,66.55,69.63,83.26,35.25,72.01,83.32
10,1735,77.62,62.52,71.44,78.64,64.32,94.32,64.45,128.95,60.4,74.44,58.04,60.7,45.18,68.7,64.53,92.51,37.82,79.26,80.78
11,1735,76.81,64.15,70.11,81.91,64.32,87.58,61.38,123.58,57.15,68.61,54.95,59.13,43.63,68.2,63.21,83.26,36.78,84.4,81.42
12,1735,74.33,64.15,66.56,78.01,64.32,80.85,58.85,118.21,60.4,68.61,58.04,54.45,43.63,69.72,67.16,74.01,36.78,81.83,83.32
1,1736,74.33,66.62,66.56,74.11,71.6,80.85,71.63,112.83,57.15,68.61,58.04,58.71,48.48,68.2,66.67,83.26,39.85,75.99,83.32
2,1736,74.33,69.08,74.1,70.21,78.46,80.85,84.08,107.46,54.25,68.61,58.04,62.96,53.32,66.55,64.2,92.51,42.91,70.14,83.32
3,1736,76.81,69.08,75.87,70.21,71.6,94.32,58.85,114.18,54.25,68.61,56.49,59.56,41.3,60.21,66.67,94.83,38.31,72.01,79.53
4,1736,76.81,70.32,77.65,70.21,71.6,94.32,63.06,114.18,57.15,68.61,55.98,57.01,42.46,53.87,66.67,92.51,38.31,67.34,75.74
5,1736,79.28,64.15,81.2,70.21,64.32,80.85,63.06,107.46,66.19,68.61,57.01,56.16,41.3,57.04,71.11,83.26,36.78,70.14,75.74
6,1736,79.28,59.21,88.74,70.21,71.6,80.85,63.9,107.46,66.19,68.61,57.01,59.56,43.63,57.04,63.21,74.01,36.78,77.86,83.32
7,1736,84.24,59.21,88.74,65.38,71.6,80.85,67.26,114.18,57.15,68.61,57.01,54.45,45.18,57.04,63.21,78.64,36.78,79.96,83.32
8,1736,89.19,59.21,81.2,73.18,64.32,80.85,67.26,120.89,42.32,60.03,52.63,61.26,42.66,57.04,67.16,83.26,32.18,74.12,83.32
9,1736,89.19,59.21,103.39,79.96,71.6,74.11,75.67,120.89,27.13,54.2,54.95,58.71,44.21,55.52,63.21,74.01,27.59,76.92,83.32
